月描述,乘用销售区域,乘用销售分部,客户编码,客户名称,产品大类,花纹,轮辋（乘用）,车型,规格,品牌（中文）,销售订单数量
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiComfort F22,18,轿车,235/45R18,佳通,4
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiComfort F50,18,SUV,235/55R18,佳通,6
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiComfort T20,13,轿车,175/60R13,佳通,4
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiComfort T20,14,轿车,175/65R14,佳通,21
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiComfort T20,14,轿车,175/70R14,佳通,42
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiComfort T20,14,轿车,185/70R14,佳通,21
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiComfort T20,14,轿车,195/60R14,佳通,10
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiComfort T20,15,轿车,175/65R15,佳通,16
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiComfort T20,15,轿车,185/55R15,佳通,8
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/60R15,佳通,112
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/65R15,佳通,112
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/55R15,佳通,112
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/60R15,佳通,80
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/65R15,佳通,112
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiSynergy E1,16,轿车,205/55R16,佳通,112
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,GitiTaxi 900,13,轿车,165/70R13,佳通,42
2020-12,华东二区,山东东,CKH0633001,日照亿安商贸有限公司,101半钢外胎,SAVERO HT PLUS,16,4×4,P265/70R16,佳通,4
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,Giti4×4 HT152,19,4×4,245/55R19,佳通,8
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort 228,16,轿车,205/55R16,佳通,10
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort 228v1,16,轿车,205/65R16,佳通,4
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort 228v1,16,轿车,215/60R16,佳通,64
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort 228v1,16,轿车,225/55ZR16,佳通,4
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort 228v1,17,轿车,205/50R17,佳通,16
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort 228v1,17,轿车,215/50R17,佳通,48
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort 228v1,17,轿车,225/55R17,佳通,48
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort 228v1,17,轿车,235/45ZR17,佳通,12
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort 228v1,17,轿车,235/50R17,佳通,16
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort 228v1,18,轿车,245/45R18,佳通,4
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort F22,17,轿车,215/55R17,佳通,8
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort F50,17,SUV,225/60R17,佳通,8
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort F50,18,SUV,215/55R18,佳通,18
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort F50,18,SUV,225/55R18,佳通,6
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort F50,18,SUV,225/60R18,佳通,6
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort F50,18,SUV,235/55R18,佳通,12
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort F50,19,SUV,235/50R19,佳通,4
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort T20,14,轿车,175/65R14,佳通,63
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort T20,14,轿车,185/60R14,佳通,42
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort T20,14,轿车,185/65R14,佳通,21
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort T20,15,轿车,175/65R15,佳通,10
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiComfort T20,15,轿车,185/55R15,佳通,4
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiControl 288 RunFlat,18,轿车,255/40RF18,佳通,4
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiControl 288 RunFlat,19,轿车,245/40ZRF19,佳通,2
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiControl 288 RunFlat,19,轿车,275/40ZRF19,佳通,2
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiControl 288 RunFlat,20,轿车,245/40ZRF20,佳通,2
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiControl P80,19,SUV,235/55R19,佳通,8
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiControl P80 RunFlat,18,SUV,255/55RF18,佳通,6
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiControl P80 RunFlat,19,SUV,255/50RF19,佳通,4
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiSynergy E1,15,轿车,185/60R15,佳通,16
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiSynergy E1,15,轿车,185/65R15,佳通,24
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiSynergy E1,15,轿车,195/55R15,佳通,4
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiSynergy E1,15,轿车,195/60R15,佳通,4
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiSynergy E1,15,轿车,195/65R15,佳通,20
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiSynergy E1,16,轿车,205/55R16,佳通,12
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiTaxi 900,13,轿车,165/70R13,佳通,525
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiVan 600,14,小商用,185R14C LT,佳通,20
2020-12,华东二区,山东西,CKH0530013,菏泽市牡丹区汇泰汽配商行,101半钢外胎,GitiVan 600V1,14,小商用,175/75R14C LT,佳通,20
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,Giti4×4 HT152,19,4×4,245/55R19,佳通,24
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort 220 v1,14,轿车,175/70R14,佳通,840
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort 225,16,轿车,215/65R16,佳通,12
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort 225,17,轿车,225/65R17,佳通,40
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort 228,16,轿车,205/55R16,佳通,31
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,205/65R16,佳通,32
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,215/60R16,佳通,180
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,225/55ZR16,佳通,88
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,205/50R17,佳通,32
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,215/45R17,佳通,2
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,215/50R17,佳通,60
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,225/55R17,佳通,12
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,235/45ZR17,佳通,32
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort F22,16,轿车,205/55R16,佳通,12
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort F22,16,轿车,205/60R16,佳通,12
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort F22,16,轿车,215/60R16,佳通,4
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort F22,17,轿车,215/55R17,佳通,12
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort F22,17,轿车,225/55R17,佳通,8
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort F22,18,轿车,235/50R18,佳通,4
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort F50,16,SUV,215/65R16,佳通,8
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort F50,17,SUV,215/65R17,佳通,2
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort F50,17,SUV,225/60R17,佳通,4
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort F50,17,SUV,225/65R17,佳通,4
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort F50,18,SUV,235/55R18,佳通,6
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort F50,18,SUV,235/60R18,佳通,4
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort T20,14,轿车,175/65R14,佳通,147
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort T20,14,轿车,185/65R14,佳通,189
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort T20,14,轿车,185/70R14,佳通,21
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort T20,15,轿车,175/65R15,佳通,8
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiComfort T20,15,轿车,185/55R15,佳通,32
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiControl 288 RunFlat,18,轿车,245/45ZRF18,佳通,4
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiControl 288 RunFlat,18,轿车,245/50ZRF18,佳通,4
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiControl SUV880,21,SUV,265/45ZR21,佳通,8
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/60R15,佳通,28
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/65R15,佳通,24
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/55R15,佳通,20
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/60R15,佳通,20
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/65R15,佳通,32
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiSynergy E1,16,轿车,205/55R16,佳通,30
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiTaxi 900,13,轿车,165/70R13,佳通,210
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiTaxi 900,14,轿车,185/60R14,佳通,105
2020-12,华东二区,山东西,CKH0531005,济南金奥通贸易有限公司,101半钢外胎,GitiWingro,14,轿车,185/70R14,佳通,1
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,Giti4×4 HT152,18,4×4,235/50R18,佳通,4
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 220 v1,14,轿车,175/70R14,佳通,63
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228,15,轿车,185/60R15,佳通,120
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228,15,轿车,185/65R15,佳通,20
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228,15,轿车,195/55R15,佳通,10
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228,15,轿车,195/65R15,佳通,230
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228,16,轿车,205/50R16,佳通,1
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228,16,轿车,205/55R16,佳通,3
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,215/60R16,佳通,8
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,225/55ZR16,佳通,8
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,205/50R17,佳通,150
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,225/55R17,佳通,4
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,235/45ZR17,佳通,4
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,235/50R17,佳通,4
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort 228v1,18,轿车,245/45R18,佳通,20
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort F22,18,轿车,235/45R18,佳通,1
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort F50,17,SUV,225/60R17,佳通,1
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort SUV 520,17,SUV,225/65R17,佳通,100
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort SUV 520,18,SUV,225/60R18,佳通,200
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort T20,14,轿车,165/60R14,佳通,10
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort T20,14,轿车,165/70R14,佳通,10
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort T20,14,轿车,185/70R14,佳通,21
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort T20,15,轿车,175/65R15,佳通,2
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort T20,15,轿车,185/55R15,佳通,3
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiComfort T20,15,轿车,195/65R15,佳通,10
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiControl 288,17,轿车,225/50R17,佳通,4
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiControl 288,18,轿车,225/45R18,佳通,4
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiControl P80 RunFlat,19,SUV,255/50RF19,佳通,2
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/60R15,佳通,8
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/65R15,佳通,12
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/55R15,佳通,4
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/60R15,佳通,8
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/65R15,佳通,16
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiSynergy E1,16,轿车,205/55R16,佳通,4
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiTaxi 900,13,轿车,165/70R13,佳通,21
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiVan 600V1,15,小商用,195R15C LT,佳通,4
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiWingro,15,轿车,205/70R15,佳通,10
2020-12,华东二区,山东西,CKH0531028,济南新江山商贸有限公司,101半钢外胎,GitiWingro,15,轿车,215/65R15,佳通,4
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,Giti4×4 AT100,15,4×4,LT235/75R15,佳通,2
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,Giti4×4 HT150,15,4×4,215/75R15,佳通,20
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,Giti4×4 HT152,18,4×4,235/50R18,佳通,2
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiComfort 228,16,轿车,195/55R16,佳通,100
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiComfort 228,16,轿车,205/50R16,佳通,8
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiComfort 228,16,轿车,205/55R16,佳通,240
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,205/60R16,佳通,30
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,215/55R16,佳通,10
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiComfort 520V1,21,SUV,255/45R21,佳通,10
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiComfort SUV 520,17,SUV,225/60R17,佳通,10
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiComfort SUV 520,17,SUV,225/65R17,佳通,100
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiComfort T20,12,轿车,145/70R12,佳通,4
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiComfort T20,14,轿车,155/65R14,佳通,20
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiComfort T20,14,轿车,185/70R14,佳通,21
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiComfort T20,14,轿车,195/60R14,佳通,20
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiConquest HT150,16,4×4,245/70R16,佳通,10
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiControl 288,18,轿车,255/40R18,佳通,3
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiVan 600,12,小商用,155R12C LT,佳通,10
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiVan 600,13,小商用,155R13C LT,佳通,4
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiVan 600A,13,小商用,165R13C LT,佳通,10
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiVan 600V1,14,小商用,175/70R14C LT,佳通,6
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiVan 600V1,15,小商用,215/70R15C LT,佳通,6
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiWingro,14,轿车,175/70R14,佳通,200
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiWingro,14,轿车,185/70R14,佳通,200
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiWingro,15,轿车,195/55R15,佳通,100
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiWingro,15,轿车,195/60R15,佳通,100
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiWingro,15,轿车,205/70R15,佳通,20
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiWingro,15,轿车,215/70R15,佳通,6
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,GitiWingro,16,轿车,205/55R16,佳通,420
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,WINGRO,13,轿车,165/70R13,佳通,200
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,WINGRO,14,轿车,165/60R14,佳通,100
2020-12,华东二区,山东西,CKH0531039,山东中汇宏泰汽车用品销售有限公司,101半钢外胎,WINGRO,14,轿车,185/60R14,佳通,200
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiComfort 221,14,轿车,185/60R14,佳通,100
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiComfort 221,14,轿车,195/60R14,佳通,100
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiComfort 221,15,轿车,185/60R15,佳通,100
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiComfort 221,15,轿车,195/65R15,佳通,100
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiComfort 221 v1,16,轿车,205/55R16,佳通,300
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,225/55ZR16,佳通,44
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,215/50R17,佳通,88
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,225/55R17,佳通,52
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,235/45ZR17,佳通,48
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiComfort SUV 520,18,SUV,225/60R18,佳通,300
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiComfort T20,13,轿车,175/70R13,佳通,40
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiTaxi 900,15,轿车,185/65R15,佳通,200
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiTaxi 900,15,轿车,195/55R15,佳通,100
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiTaxi 900,15,轿车,195/65R15,佳通,200
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiTaxi 900,16,轿车,205/55R16,佳通,300
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiVan 600V1,15,小商用,215/70R15C LT,佳通,100
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,GitiWingro,15,轿车,205/70R15,佳通,50
2020-12,华东二区,山东西,CKH0531054,济南星华轮胎有限公司,101半钢外胎,SAVERO HT PLUS,16,4×4,235/70R16,佳通,300
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 225,17,轿车,205/50R17,佳通,5
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 225,18,轿车,225/50R18,佳通,6
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228,15,轿车,185/60R15,佳通,150
2020-12,华东二区,山东西,CKH0534008,德州经济技术开发区瑞途轮胎有限公司,101半钢外胎,GitiComfort 228,15,轿车,185/65R15,佳通,100
