月描述,乘用销售区域,乘用销售分部,客户编码,客户名称,产品大类,花纹,轮辋（乘用）,车型,规格,品牌（中文）,销售订单数量
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort 228v1,17,轿车,235/45ZR17,佳通,1
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort 228v1,18,轿车,235/45R18,佳通,1
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort 228v1,18,轿车,245/45R18,佳通,5
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort 520V1,18,SUV,235/65R18,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort 520V1,21,SUV,255/45R21,佳通,7
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F22,16,轿车,205/55R16,佳通,80
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F22,16,轿车,205/60R16,佳通,24
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F22,16,轿车,205/65R16,佳通,20
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F22,16,轿车,215/60R16,佳通,20
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F22,17,轿车,215/50R17,佳通,8
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F22,17,轿车,215/55R17,佳通,41
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F22,17,轿车,225/50R17,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F22,17,轿车,225/55R17,佳通,12
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F50,17,SUV,215/60R17,佳通,54
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F50,17,SUV,225/60R17,佳通,8
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F50,17,SUV,225/65R17,佳通,45
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F50,18,SUV,215/55R18,佳通,30
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F50,18,SUV,235/55R18,佳通,18
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort F50,18,SUV,235/60R18,佳通,5
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort SUV 520,16,SUV,215/65R16,佳通,14
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort SUV 520,16,SUV,235/60R16,佳通,2
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort SUV 520,17,SUV,225/60R17,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,12,轿车,145/70R12,佳通,10
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,13,轿车,155/65R13,佳通,40
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,13,轿车,175/60R13,佳通,9
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,13,轿车,175/70R13,佳通,20
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,14,轿车,165/60R14,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,14,轿车,175/65R14,佳通,25
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,14,轿车,175/70R14,佳通,42
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,14,轿车,185/60R14,佳通,25
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,14,轿车,185/65R14,佳通,21
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,14,轿车,185/70R14,佳通,2
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,14,轿车,195/60R14,佳通,10
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,15,轿车,175/60R15,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,15,轿车,175/65R15,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,15,轿车,185/65R15,佳通,2
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,15,轿车,195/60R15,佳通,18
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiComfort T20,15,轿车,195/65R15,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiConquest HT150,16,4×4,245/70R16,佳通,30
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl 288,17,轿车,225/45R17,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl 288,17,轿车,225/50R17,佳通,2
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl 288,18,轿车,225/45R18,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl 288,18,轿车,245/50ZR18,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl 288,19,轿车,225/45ZR19,佳通,5
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl 288 RunFlat,18,轿车,245/45ZRF18,佳通,2
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl 288 RunFlat,18,轿车,245/50ZRF18,佳通,2
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl 288 RunFlat,19,轿车,245/40ZRF19,佳通,1
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl P80,19,SUV,235/55R19,佳通,2
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl P80,19,SUV,255/55R19,佳通,2
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl P80,20,SUV,235/55R20,佳通,2
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl P80,20,SUV,255/45R20,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl SUV880,18,SUV,225/55R18,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl SUV880,19,SUV,235/55ZR19,佳通,5
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl SUV880,19,SUV,255/50R19,佳通,1
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiControl SUV880,20,SUV,245/45ZR20,佳通,1
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiSynergy E1,14,轿车,185/70R14,佳通,20
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiSynergy E1,15,轿车,185/65R15,佳通,8
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiSynergy E1,15,轿车,195/55R15,佳通,8
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiSynergy E1,15,轿车,195/60R15,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiSynergy E1,15,轿车,195/65R15,佳通,16
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiSynergy E1,16,轿车,205/55R16,佳通,12
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiTaxi 900,13,轿车,165/70R13,佳通,210
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiUtility 668 V1,13,LTR,6.00R13 LT,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiVan 600,14,小商用,185R14C LT,佳通,100
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiVan 600,14,小商用,205R14C LT,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiVan 600,15,小商用,205/70R15C LT,佳通,6
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiVan 600V1,14,小商用,175/75R14C LT,佳通,10
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiVan 600V1,14,小商用,175R14C LT,佳通,10
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiVan 600V1,14,小商用,215/75R14C LT,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiVan 600V1,15,小商用,185R15C LT,佳通,20
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiVan 600V1,15,小商用,195/70R15C LT,佳通,10
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiVan 600V1,15,小商用,195R15C LT,佳通,10
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiVan 600V1,15,小商用,215/70R15C LT,佳通,15
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiVan 600V1,15,小商用,225/70R15C LT,佳通,4
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,GitiVan 600V1,16,小商用,215/75R16C LT,佳通,20
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,SAVERO HT PLUS,16,4×4,235/70R16,佳通,80
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,SAVERO HT PLUS,16,4×4,P265/70R16,佳通,20
2021-01,西南区,四川东,CKH0839010,广元市大保物流有限责任公司,101半钢外胎,SAVERO HT PLUS,17,4×4,P235/65R17,佳通,8
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,Giti4×4 AT100,15,4×4,LT215/75R15,佳通,150
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,Giti4×4 AT100,15,4×4,LT225/75R15,佳通,40
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,Giti4×4 AT100,15,4×4,LT235/75R15,佳通,130
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,Giti4×4 AT100,16,4×4,215/65R16,佳通,6
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,Giti4×4 AT100,16,4×4,LT235/70R16,佳通,300
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,Giti4×4 AT100,16,4×4,LT245/70R16,佳通,10
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,Giti4×4 AT100,17,4×4,225/65R17,佳通,10
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,Giti4×4 AT100,17,4×4,235/65R17,佳通,5
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,Giti4×4 AT100,18,4×4,265/60R18,佳通,10
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,Giti4×4 HT150,15,4×4,215/75R15,佳通,50
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,Giti4×4 HT152,17,4×4,225/65R17,佳通,6
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,Giti4×4 HT152,17,4×4,235/55R17,佳通,24
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 220 v1,14,轿车,175/70R14,佳通,105
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 221,14,轿车,185/65R14,佳通,126
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 225,17,轿车,225/65R17,佳通,30
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228,15,轿车,185/60R15,佳通,651
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228,15,轿车,185/65R15,佳通,806
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228,15,轿车,195/55R15,佳通,310
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228,15,轿车,195/60R15,佳通,558
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228,15,轿车,195/65R15,佳通,341
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228,15,轿车,205/65R15,佳通,16
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228,16,轿车,195/55R16,佳通,300
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228,16,轿车,205/55R16,佳通,846
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228,16,轿车,215/55R16,佳通,200
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228,16,轿车,215/60R16,佳通,100
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228,17,轿车,215/55R17,佳通,100
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,195/60R16,佳通,88
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,205/55R16,佳通,10
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,205/60R16,佳通,524
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,215/55R16,佳通,88
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,215/55R17,佳通,80
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,225/50R17,佳通,88
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F22,16,轿车,205/55R16,佳通,59
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F22,16,轿车,215/60R16,佳通,18
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F22,17,轿车,215/50R17,佳通,1
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F22,17,轿车,215/55R17,佳通,5
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F22,17,轿车,225/55R17,佳通,4
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F50,17,SUV,215/60R17,佳通,15
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F50,17,SUV,225/65R17,佳通,30
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F50,18,SUV,215/55R18,佳通,12
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F50,18,SUV,225/55R18,佳通,6
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F50,18,SUV,225/60R18,佳通,6
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F50,18,SUV,235/55R18,佳通,6
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F50,18,SUV,235/60R18,佳通,8
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort F50,19,SUV,235/60R19,佳通,4
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort SUV 520,16,SUV,215/65R16,佳通,152
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort SUV 520,17,SUV,215/60R17,佳通,320
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort SUV 520,18,SUV,225/55R18,佳通,30
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort SUV 520,18,SUV,225/60R18,佳通,500
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort SUV 520,18,SUV,235/55R18,佳通,30
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort SUV 520,18,SUV,235/60R18,佳通,70
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,12,轿车,145/70R12,佳通,50
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,13,轿车,155/65R13,佳通,20
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,13,轿车,165/70R13,佳通,126
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,13,轿车,175/60R13,佳通,10
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,13,轿车,175/70R13,佳通,60
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,14,轿车,155/65R14,佳通,21
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,14,轿车,165/60R14,佳通,8
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,14,轿车,165/70R14,佳通,147
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,14,轿车,175/60R14,佳通,8
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,14,轿车,175/70R14,佳通,84
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,14,轿车,185/60R14,佳通,42
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,14,轿车,185/65R14,佳通,42
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,14,轿车,185/70R14,佳通,336
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,15,轿车,175/60R15,佳通,10
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,15,轿车,185/60R15,佳通,50
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,15,轿车,195/55R15,佳通,20
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,15,轿车,195/60R15,佳通,64
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiComfort T20,15,轿车,195/65R15,佳通,64
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiConquest HT150,16,4×4,245/70R16,佳通,100
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiControl 288,17,轿车,225/45R17,佳通,12
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiControl 288,17,轿车,225/50R17,佳通,12
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiControl 288,17,轿车,225/55R17,佳通,20
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/60R15,佳通,4
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/65R15,佳通,4
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/65R15,佳通,4
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiSynergy E1,16,轿车,205/55R16,佳通,4
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiTaxi 900,13,轿车,165/70R13,佳通,945
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiTaxi 900,14,轿车,165/70R14,佳通,651
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiTaxi 900,14,轿车,175/70R14,佳通,400
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiTaxi 900,14,轿车,185/60R14,佳通,147
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiTaxi 900,14,轿车,195/60R14,佳通,140
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiTaxi 900,15,轿车,195/55R15,佳通,40
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiTaxi 900,15,轿车,195/60R15,佳通,130
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiTaxi 900,15,轿车,195/65R15,佳通,50
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiTaxi 900,16,轿车,205/55R16,佳通,100
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiUtility 668 V1,15,LTR,6.00R15 LT,佳通,10
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiUtility 668 V1,16,LTR,6.50R16 LT,佳通,30
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiUtility 668 V1,16,LTR,7.00R16 LT,佳通,30
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600,12,小商用,145R12C LT,佳通,50
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600,12,小商用,155R12C LT,佳通,120
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600,14,小商用,175/70R14C LT,佳通,300
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600,14,小商用,185R14C LT,佳通,300
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600,15,4×4,LT215/75R15,佳通,20
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600,15,小商用,195R15C LT,佳通,60
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600,15,小商用,205/70R15C LT,佳通,50
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600,16,小商用,215/75R16LT,佳通,30
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600A,13,小商用,165/70R13C LT,佳通,735
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600A,13,小商用,165R13C LT,佳通,60
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600V1,14,小商用,165R14C LT,佳通,200
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600V1,14,小商用,175/70R14C LT,佳通,200
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600V1,14,小商用,175/75R14C LT,佳通,40
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600V1,14,小商用,175R14C LT,佳通,100
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600V1,15,小商用,185R15C LT,佳通,20
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600V1,15,小商用,195/70R15C LT,佳通,300
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiVan 600V1,15,小商用,215/70R15C LT,佳通,30
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiWingro,15,轿车,205/70R15,佳通,110
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,GitiWingro,15,轿车,215/65R15,佳通,20
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,SAVERO HT PLUS,16,4×4,235/70R16,佳通,260
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,SAVERO HT PLUS,16,4×4,P265/70R16,佳通,20
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,SAVERO HT PLUS,17,4×4,P235/65R17,佳通,104
2021-01,西南区,四川西,CKH0028003,成都虔敬汽车配件有限公司,101半钢外胎,WINGRO,13,轿车,155/65R13,佳通,40
2021-01,西南区,四川西,CKH0028011,成都市欣鑫商贸有限公司,101半钢外胎,Giti4×4 AT100,15,4×4,LT225/75R15,佳通,30
2021-01,西南区,四川西,CKH0028011,成都市欣鑫商贸有限公司,101半钢外胎,Giti4×4 AT100,16,4×4,LT235/70R16,佳通,200
2021-01,西南区,四川西,CKH0028011,成都市欣鑫商贸有限公司,101半钢外胎,Giti4×4 AT100,16,4×4,LT265/70R16,佳通,20
2021-01,西南区,四川西,CKH0028011,成都市欣鑫商贸有限公司,101半钢外胎,Giti4×4 AT100,16,4×4,LT265/75R16,佳通,2
